Mfr Name,Division,Carline,Hybrid (Y/N),# Cyl,City FE (MPG),Hwy FE (MPG),Comb FE (MPG),Guzzler?,Transmission,# Gears,Drive Desc,Annual Fuel Cost,Type,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),Smog Rating (Mfr Smog 1-10 Rating on Label),$ You Spend over 5 years,Tailpipe_CO2
Toyota,TOYOTA,TACOMA 4WD,N,6,18,22,20,NA,Automatic,6,Part-time 4-Wheel Drive,1800,Truck,4,4,5,2250,452
Toyota,TOYOTA,TACOMA 4WD,N,6,17,21,18,NA,Manual,6,Part-time 4-Wheel Drive,2000,Truck,3,3,5,3250,494
Toyota,TOYOTA,TACOMA 4WD D-CAB V6 MT OFF-ROAD,N,6,17,20,18,NA,Manual,6,Part-time 4-Wheel Drive,2000,Truck,3,3,5,3250,483
Toyota,TOYOTA,TUNDRA 2WD,N,8,15,19,16,NA,Automatic,6,"2-Wheel Drive, Rear",2250,Truck,2,2,3,4500,554
Toyota,TOYOTA,TUNDRA 2WD,N,8,13,18,15,NA,Automatic,6,"2-Wheel Drive, Rear",2400,Truck,2,2,5,5250,592
Toyota,TOYOTA,TUNDRA 4WD,N,8,14,18,16,NA,Automatic,6,Part-time 4-Wheel Drive,2250,Truck,2,2,3,4500,568
Toyota,TOYOTA,TUNDRA 4WD,N,8,13,17,14,NA,Automatic,6,Part-time 4-Wheel Drive,2550,Truck,1,1,5,6000,615
Toyota,TOYOTA,TUNDRA 4WD FFV,N,8,13,17,15,NA,Automatic,6,Part-time 4-Wheel Drive,2400,Truck,2,2,5,5250,604
Toyota,TOYOTA,SIENNA,N,6,19,27,22,NA,Automatic,8,"2-Wheel Drive, Front",1650,Van,4,4,5,1500,410
Toyota,TOYOTA,SIENNA AWD,N,6,18,24,20,NA,Automatic,8,All Wheel Drive,1800,Van,4,4,5,2250,441
Toyota,TOYOTA,HIGHLANDER,N,4,20,24,22,NA,Automatic,6,"2-Wheel Drive, Front",1650,SUV,4,4,3,1500,407
Toyota,TOYOTA,HIGHLANDER,N,6,20,27,23,NA,Automatic,8,"2-Wheel Drive, Front",1550,SUV,5,5,5,1000,391
Toyota,TOYOTA,HIGHLANDER LE/XLE/SE/LTD,N,6,21,27,23,NA,Automatic,8,"2-Wheel Drive, Front",1550,SUV,5,5,5,1000,384
Toyota,TOYOTA,RAV4,N,4,23,29,25,NA,Automatic,6,"2-Wheel Drive, Front",1450,SUV,5,5,3,500,349
Toyota,TOYOTA,RAV4 LE/XLE,N,4,23,30,26,NA,Automatic,6,"2-Wheel Drive, Front",1400,SUV,5,5,3,250,338
Toyota,TOYOTA,RAV4 AWD,N,4,22,28,25,NA,Automatic,6,All Wheel Drive,1450,SUV,5,5,3,500,357
Toyota,TOYOTA,RAV4 HYBRID AWD,Y,4,34,30,32,NA,Automatic,6,All Wheel Drive,1100,SUV,7,7,7,1250,275
Toyota,TOYOTA,RAV4 Limited AWD/SE AWD,N,4,22,28,24,NA,Automatic,6,All Wheel Drive,1500,SUV,5,5,3,750,363
Toyota,TOYOTA,4RUNNER 2WD,N,6,17,21,18,NA,Automatic,5,"2-Wheel Drive, Rear",2000,SUV,3,3,3,3250,479
Toyota,TOYOTA,SEQUOIA 2WD,N,8,13,17,15,NA,Automatic,6,"2-Wheel Drive, Rear",2400,SUV,2,2,5,5250,607
Toyota,TOYOTA,4RUNNER 4WD,N,6,17,20,18,NA,Automatic,5,Part-time 4-Wheel Drive,2000,SUV,3,3,3,3250,491
Toyota,TOYOTA,4RUNNER 4WD,N,6,17,20,18,NA,Automatic,5,All Wheel Drive,2000,SUV,3,3,3,3250,491
Toyota,TOYOTA,HIGHLANDER AWD,N,6,19,26,22,NA,Automatic,8,All Wheel Drive,1650,SUV,4,4,5,1500,403
Toyota,TOYOTA,HIGHLANDER AWD,N,6,20,26,22,NA,Automatic,8,All Wheel Drive,1650,SUV,4,4,5,1500,398
Toyota,TOYOTA,HIGHLANDER AWD LE,N,6,20,27,23,NA,Automatic,8,All Wheel Drive,1550,SUV,5,5,5,1000,390
Toyota,TOYOTA,HIGHLANDER HYBRID AWD,Y,6,29,27,28,NA,Automatic,6,All Wheel Drive,1300,SUV,6,6,7,250,313
Toyota,TOYOTA,HIGHLANDER HYBRID AWD LE Plus,Y,6,30,28,29,NA,Automatic,6,All Wheel Drive,1250,SUV,6,6,7,500,305
Toyota,TOYOTA,LAND CRUISER WAGON 4WD,N,8,13,18,15,NA,Automatic,8,4-Wheel Drive,2400,SUV,2,2,3,5250,595
Toyota,TOYOTA,SEQUOIA 4WD,N,8,13,17,14,NA,Automatic,6,Part-time 4-Wheel Drive,2550,SUV,1,1,5,6000,614
Toyota,TOYOTA,SEQUOIA 4WD FFV,N,8,13,17,14,NA,Automatic,6,Part-time 4-Wheel Drive,2550,SUV,1,1,5,6000,614
Volkswagen Group of,Volkswagen,Beetle Convertible,N,4,26,33,29,N,Automatic,6,"2-Wheel Drive, Front",1250,Car,6,6,7,500,308
Volkswagen Group of,Volkswagen,Beetle Dune Convertible,N,4,26,34,29,N,Automatic,6,"2-Wheel Drive, Front",1250,Car,6,6,7,500,305
Volkswagen Group of,Volkswagen,Beetle,N,4,26,33,29,N,Automatic,6,"2-Wheel Drive, Front",1250,Car,6,6,7,500,308
Volkswagen Group of,Volkswagen,Beetle Dune,N,4,26,34,29,N,Automatic,6,"2-Wheel Drive, Front",1250,Car,6,6,7,500,305
Volkswagen Group of,Volkswagen,Golf,N,4,24,33,28,N,Automatic,6,"2-Wheel Drive, Front",1300,Car,6,6,7,250,320
Volkswagen Group of,Volkswagen,Golf,N,4,25,34,29,N,Manual,5,"2-Wheel Drive, Front",1250,Car,6,6,7,500,309
Volkswagen Group of,Volkswagen,Golf R,N,4,22,29,25,N,Manual,7,All Wheel Drive,1700,Car,5,5,3,1750,354
Volkswagen Group of,Volkswagen,Golf R,N,4,21,29,24,N,Manual,6,All Wheel Drive,1750,Car,5,5,3,2000,366
Volkswagen Group of,Volkswagen,GTI,N,4,24,32,27,N,Manual,6,"2-Wheel Drive, Front",1350,Car,6,6,7,0,322
Volkswagen Group of,Volkswagen,GTI,N,4,25,33,28,N,Manual,6,"2-Wheel Drive, Front",1300,Car,6,6,7,250,320
Volkswagen Group of,Volkswagen,Jetta,N,4,28,38,32,N,Automatic,6,"2-Wheel Drive, Front",1100,Car,7,7,5,1250,282
Volkswagen Group of,Volkswagen,Jetta,N,4,28,40,33,N,Manual,5,"2-Wheel Drive, Front",1100,Car,8,8,3,1250,271
Volkswagen Group of,Volkswagen,Jetta,N,4,24,33,28,N,Automatic,6,"2-Wheel Drive, Front",1300,Car,6,6,7,250,321
Volkswagen Group of,Volkswagen,Jetta,N,4,24,33,27,N,Manual,6,"2-Wheel Drive, Front",1350,Car,6,6,7,0,326
Volkswagen Group of,Volkswagen,Passat,N,4,25,36,29,N,Automatic,6,"2-Wheel Drive, Front",1250,Car,6,6,7,500,302
Volkswagen Group of,Volkswagen,Passat,N,6,19,28,22,N,Manual,6,"2-Wheel Drive, Front",1650,Car,4,4,3,1500,396
Volkswagen Group of,Volkswagen,Golf Alltrack,N,4,22,30,25,NA,Manual,6,All Wheel Drive,1450,Station Wagon,5,5,7,500,354
Volkswagen Group of,Volkswagen,Golf Alltrack,N,4,21,30,24,NA,Manual,6,All Wheel Drive,1500,Station Wagon,5,5,7,750,362
Volkswagen Group of,Volkswagen,Golf SportWagen,N,4,24,33,28,NA,Automatic,6,"2-Wheel Drive, Front",1300,Station Wagon,6,6,7,250,320
Volkswagen Group of,Volkswagen,Golf SportWagen,N,4,25,34,29,NA,Manual,5,"2-Wheel Drive, Front",1250,Station Wagon,6,6,7,500,310
Volkswagen Group of,Volkswagen,Golf SportWagen 4Motion,N,4,22,29,24,NA,Manual,6,All Wheel Drive,1500,Station Wagon,5,5,7,750,361
Volkswagen Group of,Volkswagen,Golf SportWagen 4Motion,N,4,22,31,25,NA,Manual,6,All Wheel Drive,1450,Station Wagon,5,5,7,500,351
Volkswagen Group of,Volkswagen,Atlas,N,4,22,26,24,NA,Automatic,8,"2-Wheel Drive, Front",1500,SUV,5,5,3,750,375
Volkswagen Group of,Volkswagen,Atlas,N,6,18,25,20,NA,Automatic,8,"2-Wheel Drive, Front",1800,SUV,4,4,5,2250,438
Volkswagen Group of,Volkswagen,Tiguan,N,4,22,27,24,NA,Automatic,8,"2-Wheel Drive, Front",1500,SUV,5,5,7,750,368
Volkswagen Group of,Volkswagen,Tiguan Limited,N,4,20,26,23,NA,Automatic,6,"2-Wheel Drive, Front",1850,SUV,5,5,3,2500,391
Volkswagen Group of,Volkswagen,Atlas 4Motion,N,6,17,23,19,NA,Automatic,8,All Wheel Drive,1900,SUV,3,3,5,2750,454
Volkswagen Group of,Volkswagen,Tiguan 4Motion,N,4,21,27,23,NA,Automatic,8,All Wheel Drive,1550,SUV,5,5,7,1000,382
Volkswagen Group of,Volkswagen,Tiguan Limited 4Motion,N,4,19,25,22,NA,Automatic,6,All Wheel Drive,1900,SUV,4,4,3,2750,407
Volvo,"Volvo Cars of North America, LLC",S60 AWD,N,4,22,33,26,N,Automatic,8,All Wheel Drive,1400,Car,5,5,3,250,338
Volvo,"Volvo Cars of North America, LLC",S60 AWD,N,4,22,32,26,N,Automatic,8,All Wheel Drive,1600,Car,5,5,3,1250,345
Volvo,"Volvo Cars of North America, LLC",S60 CC AWD,N,4,22,30,25,N,Automatic,8,All Wheel Drive,1450,Car,5,5,3,500,354
Volvo,"Volvo Cars of North America, LLC",S60 FWD,N,4,25,36,29,N,Automatic,8,"2-Wheel Drive, Front",1250,Car,6,6,7,500,304
Volvo,"Volvo Cars of North America, LLC",S60 Inscription AWD,N,4,22,33,26,N,Automatic,8,All Wheel Drive,1400,Car,5,5,3,250,338
Volvo,"Volvo Cars of North America, LLC",S60 Inscription FWD,N,4,25,36,29,N,Automatic,8,"2-Wheel Drive, Front",1250,Car,6,6,3,500,304
Volvo,"Volvo Cars of North America, LLC",S60 Polestar AWD,N,4,20,27,22,N,Automatic,8,All Wheel Drive,1900,Car,4,4,1,2750,393
Volvo,"Volvo Cars of North America, LLC",S90 AWD,N,4,23,32,26,N,Automatic,8,All Wheel Drive,1600,Car,5,5,3,1250,340
Volvo,"Volvo Cars of North America, LLC",S90 AWD,N,4,22,31,25,N,Automatic,8,All Wheel Drive,1700,Car,5,5,3,1750,354
Volvo,"Volvo Cars of North America, LLC",S90 FWD,N,4,24,34,27,N,Automatic,8,"2-Wheel Drive, Front",1550,Car,6,6,3,1000,322
Volvo,"Volvo Cars of North America, LLC",V60 AWD,N,4,22,33,26,NA,Automatic,8,All Wheel Drive,1400,Station Wagon,5,5,3,250,338
Volvo,"Volvo Cars of North America, LLC",V60 AWD,N,4,22,32,26,NA,Automatic,8,All Wheel Drive,1600,Station Wagon,5,5,3,1250,345
Volvo,"Volvo Cars of North America, LLC",V60 CC AWD,N,4,22,30,25,NA,Automatic,8,All Wheel Drive,1450,Station Wagon,5,5,3,500,354
Volvo,"Volvo Cars of North America, LLC",V60 FWD,N,4,25,36,29,NA,Automatic,8,"2-Wheel Drive, Front",1250,Station Wagon,6,6,3,500,304
Volvo,"Volvo Cars of North America, LLC",V60 Polestar AWD,N,4,20,27,22,NA,Automatic,8,All Wheel Drive,1900,Station Wagon,4,4,1,2750,393
Volvo,"Volvo Cars of North America, LLC",V90 AWD,N,4,22,31,25,NA,Automatic,8,All Wheel Drive,1700,Station Wagon,5,5,5,1750,354
Volvo,"Volvo Cars of North America, LLC",V90 CC AWD,N,4,22,29,25,NA,Automatic,8,All Wheel Drive,1700,Station Wagon,5,5,5,1750,361
Volvo,"Volvo Cars of North America, LLC",V90 CC AWD,N,4,23,31,26,NA,Automatic,8,All Wheel Drive,1600,Station Wagon,5,5,5,1250,344
Volvo,"Volvo Cars of North America, LLC",V90 FWD,N,4,24,34,27,NA,Automatic,8,"2-Wheel Drive, Front",1550,Station Wagon,6,6,5,1000,322
Volvo,"Volvo Cars of North America, LLC",XC60 AWD,N,4,22,28,24,NA,Automatic,8,All Wheel Drive,1750,SUV,5,5,5,2000,367
Volvo,"Volvo Cars of North America, LLC",XC60 AWD,N,4,21,27,23,NA,Automatic,8,All Wheel Drive,1850,SUV,5,5,5,2500,385
Volvo,"Volvo Cars of North America, LLC",XC90 FWD,N,4,22,29,25,NA,Automatic,8,"2-Wheel Drive, Front",1700,SUV,5,5,5,1750,353
Volvo,"Volvo Cars of North America, LLC",XC90 AWD,N,4,22,28,24,NA,Automatic,8,All Wheel Drive,1750,SUV,5,5,5,2000,365
Volvo,"Volvo Cars of North America, LLC",XC90 AWD,N,4,20,27,23,NA,Automatic,8,All Wheel Drive,1850,SUV,5,5,5,2500,394
